Nombre,SiO2,Al2O3,FeOT,CaO,MgO,Na2O,K2O,MnO,TiO2
Peridotita,43.72,3.59,8.43,2.87,38.76,0.27,0.056,0.13,0.18
Peridotita,43.47,3.42,8.81,4.32,37.38,0.27,0.007,0.13,0.12
Peridotita,43.52,3.44,8.58,2.9,39.22,0.23,0.001,0.13,0.14
Peridotita,44.15,2.44,7.45,2.02,41.79,0.2,0.001,0.11,0.08
Peridotita,43.32,3.6,8.13,3.07,39.65,0.26,0.01,0.12,0.11
Peridotita,43.64,2.74,8.33,2.53,40.49,0.23,0.012,0.12,0.1
Peridotita,43.86,3.71,7.59,3.05,39.61,0.29,0.002,0.12,0.12
Peridotita,43.8,2.01,7.59,1.9,42.56,0.1,0.002,0.11,0.01
Peridotita,38.2,3.07,10.62,1.56,34.1,0.0,0.01,0.18,0.17
Peridotita,37.4,3.15,11.07,1.71,33.4,0.0,0.01,0.18,0.18
Peridotita,38.2,4.2,11.34,4.34,30.5,0.0,0.01,0.18,0.24
Peridotita,38.0,4.06,11.56,3.88,30.9,0.0,0.01,0.18,0.24
Peridotita,39.5,4.91,11.07,4.03,28.8,0.0,0.0,0.19,0.28
Peridotita,41.5,7.24,12.13,5.46,24.62,0.13,0.03,0.16,0.42
Peridotita,39.84,4.66,11.8,3.59,29.64,0.07,0.02,0.184,0.263
Peridotita,40.17,4.98,11.57,3.82,29.1,0.07,0.01,0.179,0.246
Peridotita,46.61,11.51,10.84,9.4,14.72,1.74,0.21,0.172,0.598
Peridotita,39.36,5.03,12.44,3.81,28.38,0.24,0.02,0.175,0.265
Peridotita,40.57,5.84,11.91,5.2,26.65,0.06,0.02,0.195,0.308
Peridotita,44.0,7.53,11.37,6.75,22.78,0.27,0.05,0.174,0.355
Peridotita,42.61,7.39,11.9,5.85,23.53,0.22,0.04,0.149,0.415
Peridotita,46.2,5.3,9.6,3.6,33.3,0.17,0.02,0.15,0.24
Peridotita,48.4,7.4,9.8,8.0,24.9,0.24,0.05,0.18,0.33
Peridotita,47.4,8.4,10.6,7.4,24.8,0.1,0.02,0.2,0.34
Peridotita,47.1,5.0,9.9,3.6,33.8,0.02,0.02,0.14,0.27
Peridotita,37.88,1.38,10.21,1.11,41.47,0.05,0.04,0.15,0.18
Peridotita,37.57,0.68,11.12,0.72,42.58,0.01,0.01,0.16,0.16
Peridotita,38.13,2.67,10.15,1.72,38.41,0.06,0.07,0.15,0.34
Peridotita,39.49,3.64,12.27,3.07,32.96,0.27,0.15,0.18,0.74
Peridotita,41.36,2.03,9.02,1.99,34.17,0.1,0.02,0.14,0.11
Peridotita,39.82,4.26,12.78,1.99,32.15,0.04,0.0,0.22,0.23
Peridotita,42.36,1.88,11.87,2.88,39.14,0.11,0.0,0.2,0.21
Peridotita,41.73,1.98,12.75,2.08,39.53,0.11,0.0,0.2,0.19
Peridotita,44.6,2.87,12.6,4.91,34.4,0.01,0.02,0.24,0.29
Peridotita,44.1,2.71,12.5,5.11,35.0,0.01,0.02,0.24,0.28
Peridotita,44.2,2.65,12.2,4.85,35.5,0.05,0.03,0.23,0.27
Peridotita,46.8,4.85,13.2,8.3,26.0,0.1,0.01,0.22,0.48
Peridotita,45.6,3.63,12.9,6.25,31.3,0.05,0.01,0.21,0.37
Peridotita,44.7,3.29,13.0,5.62,32.7,0.07,0.01,0.22,0.32
Peridotita,44.6,3.08,12.8,5.45,33.3,0.16,0.02,0.23,0.31
Peridotita,44.3,3.35,13.2,6.09,32.4,0.02,0.01,0.22,0.34
Peridotita,41.1,0.91,9.44,0.06,47.1,0.03,0.01,0.11,0.055
Peridotita,41.2,0.93,9.89,0.26,46.4,0.04,0.01,0.12,0.076
Peridotita,41.7,1.25,10.1,0.36,46.3,0.02,0.02,0.18,0.085
Peridotita,40.9,1.25,9.84,0.75,47.0,0.01,0.004,0.16,0.079
Peridotita,41.5,0.94,8.96,0.57,47.0,0.04,0.02,0.1,0.081
Peridotita,41.4,1.2,9.56,1.04,46.4,0.011,0.004,0.16,0.093
Peridotita,42.8,1.67,8.66,0.81,44.0,0.01,0.01,0.12,0.058
Peridotita,41.7,0.87,9.4,0.51,46.1,0.04,0.01,0.11,0.062
Peridotita,42.0,1.14,9.87,1.29,45.4,0.012,0.003,0.14,0.075
Peridotita,43.98,2.5,8.13,2.46,39.73,0.29,0.04,0.12,0.11
Peridotita,44.02,2.19,7.97,2.1,41.12,0.2,0.03,0.12,0.09
Peridotita,44.24,2.22,9.32,1.99,39.02,0.23,0.02,0.14,0.09
Peridotita,44.69,2.36,9.42,2.02,39.08,0.24,0.02,0.13,0.09
Peridotita,44.95,3.08,7.78,3.17,38.74,0.33,0.02,0.12,0.14
Peridotita,43.7,1.89,8.07,2.17,41.58,0.2,0.03,0.13,0.05
Peridotita,43.0,2.6,8.24,2.17,41.16,0.26,0.03,0.13,0.11
Peridotita,44.33,2.48,8.13,3.15,38.63,0.44,0.14,0.13,0.18
Peridotita,44.09,1.26,7.18,0.69,45.38,0.07,0.03,0.12,0.03
Peridotita,44.02,1.27,7.41,1.05,44.81,0.13,0.1,0.12,0.09
Peridotita,43.95,1.14,7.92,0.59,45.0,0.08,0.04,0.11,0.08
Peridotita,42.59,1.37,8.04,0.58,45.17,0.16,0.15,0.12,0.11
Peridotita,44.86,1.38,7.23,0.46,44.28,0.11,0.07,0.12,0.06
Peridotita,43.04,1.08,7.32,0.78,46.1,0.13,0.09,0.12,0.04
Peridotita,42.44,0.71,8.22,0.41,46.8,0.1,0.06,0.13,0.05
Peridotita,43.46,1.08,7.81,1.09,45.25,0.09,0.06,0.12,0.04
Peridotita,44.42,1.29,7.67,0.86,44.49,0.1,0.06,0.11,0.08
Peridotita,44.06,1.67,7.53,1.07,44.04,0.13,0.07,0.11,0.07
Peridotita,44.73,1.43,7.48,0.73,43.92,0.1,0.04,0.12,0.07
Peridotita,43.41,1.23,7.53,0.94,45.07,0.08,0.06,0.12,0.04
Peridotita,44.33,1.4,8.04,0.61,44.05,0.1,0.06,0.12,0.09
Peridotita,44.83,1.33,6.76,0.93,44.3,0.08,0.04,0.11,0.03
Peridotita,45.1,1.04,7.1,0.48,44.17,0.13,0.1,0.11,0.07
Peridotita,43.54,0.77,7.61,0.38,46.26,0.06,0.06,0.12,0.03
Peridotita,43.57,1.23,7.61,1.53,44.05,0.11,0.05,0.11,0.04
Peridotita,45.09,1.57,7.34,1.22,43.13,0.08,0.03,0.12,0.04
Peridotita,44.33,1.38,7.6,1.55,43.74,0.13,0.05,0.12,0.05
Peridotita,44.64,2.66,7.41,2.42,41.07,0.36,0.08,0.14,0.11
Peridotita,45.86,2.55,7.78,2.98,38.63,0.33,0.06,0.12,0.17
Peridotita,44.92,3.2,7.28,2.6,39.25,0.43,0.2,0.12,0.19
Peridotita,42.61,2.1,8.06,2.26,43.02,0.36,0.17,0.13,0.14
Peridotita,44.02,3.51,7.23,2.81,40.85,0.3,0.09,0.12,0.14
Peridotita,44.24,2.47,7.84,2.02,41.45,0.37,0.24,0.13,0.16
Peridotita,44.01,2.38,7.95,2.11,41.87,0.34,0.16,0.12,0.14
Peridotita,45.27,2.58,7.97,0.74,41.07,0.2,0.16,0.12,0.18
Peridotita,44.29,2.05,8.32,0.51,43.11,0.12,0.07,0.12,0.13
Peridotita,44.08,2.0,9.66,0.54,41.66,0.17,0.13,0.12,0.21
Peridotita,43.13,2.1,9.09,0.77,42.51,0.17,0.23,0.12,0.27
Peridotita,46.7,3.52,7.95,0.83,39.24,0.17,0.14,0.13,0.21
Peridotita,44.8,4.14,8.19,1.04,39.17,0.34,0.15,0.15,0.14
Peridotita,45.2,4.98,7.77,1.82,37.52,0.52,0.34,0.14,0.25
Peridotita,45.36,2.71,6.96,1.39,42.05,0.16,0.06,0.12,0.05
Peridotita,44.2730648386175,0.44707723259193,12.095922904015,0.583684164772798,42.3729866001018,0.0,0.0124188120164425,0.186282180246638,0.0285632676378178
Peridotita,43.8954675377705,0.348281411380395,12.021713544544,0.372300819061802,43.1508658996469,0.0,0.0120097038407033,0.180145557610549,0.0192155261451253
Peridotita,42.3354351772237,0.358268844941244,13.0290436610299,0.119422948313748,43.9237603897965,0.0,0.0119422948313748,0.191076717301997,0.0191076717301997
Peridotita,42.0549437250393,0.266247125741256,12.5862277623139,0.108919278712332,44.7779256928476,0.0,0.0,0.18153213118722,0.012102142079148
Peridotita,42.4878723254669,0.234351198706381,12.2682852522791,0.0585877996765954,44.7493613929835,0.0,0.0,0.175763399029786,0.0140610719223829
Peridotita,43.046877832429,0.314210787098022,12.5563464536479,0.132935333003009,43.747809588263,0.0,0.0,0.181275454095013,0.0205445514641014
Peridotita,46.4279155188246,0.648913376186103,11.3376186103459,0.857055402509948,40.4897459442914,0.0,0.012243648607285,0.183654729109275,0.0428527701254974
Peridotita,45.309396409401,1.5792101260068,10.4378845449231,0.359967014016256,41.988410409122,0.0348355174854442,0.081282874132703,0.139342069941777,0.0580591958090736
Peridotita,43.3902551609756,1.39813044407588,11.1813529703486,0.27721551908401,43.4746251015663,0.0,0.0482113946233062,0.156687032525745,0.0614695281447154
Peridotita,45.401935399191,3.0427052632835,10.1184865226055,0.739795005190497,40.1756416528452,0.0596608875153627,0.131253952533798,0.167050485043016,0.139606476785949
Peridotita,44.8928867321576,3.14830157415079,9.64611196591312,0.67463605160374,41.0581133861995,0.0473428808142975,0.236714404071488,0.130192922239318,0.142028642442893
Peridotita,45.506646971935,3.29689807976366,10.0797636632201,1.26440177252585,39.3264401772526,0.0709010339734121,0.129985228951256,0.153618906942393,0.147710487444609
Peridotita,46.2907617719333,6.15439109162959,10.2720772176839,3.7745456155498,32.7643842288194,0.04427619490381,0.22138097451905,0.154966682163335,0.26787097916805
Peridotita,45.1539525830734,2.76715990901203,9.84921323546655,0.140703046220951,41.6129259198462,0.0820767769622212,0.0938020308139671,0.140703046220951,0.136012944680252
Peridotita,44.5776071381583,1.90175463776956,9.67622328273948,0.0598036049613071,43.4413386438935,0.0358821629767842,0.0598036049613071,0.143528651907137,0.0801368306481515
Peridotita,44.0401415060285,1.54020167015619,10.0955406348519,0.0962626043847616,43.9559117271918,0.0,0.0481313021923808,0.144393906577142,0.0673838230693331
Peridotita,44.041388582129,1.69251452441542,9.60291928746339,0.0840255437653047,44.3054688625342,0.0,0.0600182455466462,0.132040140202622,0.0696211648341096
Peridotita,44.927184185261,1.52687649651248,9.92469722733109,0.104105215671305,43.1573955188488,0.0,0.150374200414107,0.127239708042706,0.0705602017327735
Peridotita,44.477936279836,1.62396457654247,9.8138866496092,0.0934655871391352,43.6016964004066,0.0467327935695676,0.151881579101095,0.105148785531527,0.073604149872069
Peridotita,44.659204153051,1.44846925768847,9.91911747665068,0.139053048738094,43.5583675172078,0.0,0.0811142784305546,0.115877540615078,0.0672089735567452
Peridotita,43.3120265151515,1.31392045454545,9.57623106060606,0.189393939393939,45.217803030303,0.0591856060606061,0.118371212121212,0.142045454545455,0.0591856060606061
Peridotita,43.329038162791,1.39693397078481,9.65811245318465,0.144510410770843,45.2076735028119,0.0,0.0602126711545178,0.132467876539939,0.0590084177314274
Peridotita,43.0563727960205,1.44958851094003,10.973701301673,0.131780773721821,44.1345791264717,0.0,0.0239601406766948,0.155740914398516,0.0622963657594064
Peridotita,43.8389682610905,2.06188201829575,11.1424751603755,0.0959014892230582,42.5442981565792,0.0,0.0599384307644114,0.15583991998747,0.0887088775313288
Peridotita,44.0711124134641,2.31013126404,11.1861700014642,0.0714473586816495,41.9634153323555,0.0357236793408248,0.0714473586816495,0.154802610476907,0.111934195267918
Peridotita,43.5895462942741,2.66606385727458,11.2523532496832,1.44660864004585,40.5528636945084,0.0478217732246561,0.131509876367804,0.155420762980132,0.133900965029037
Peridotita,44.7149914469289,3.76308370445701,11.0502582646158,1.44550199441047,38.395400082936,0.0955703797957336,0.167248164642534,0.155301867168067,0.176805202622107
Peridotita,44.500428426382,3.50055987884457,11.0190459960456,2.51712499649359,37.7919976217735,0.105368023109034,0.199028488094842,0.152198255601938,0.179125639285358
Peridotita,45.4044122304123,4.3696081388879,10.9483158333239,2.10345498175189,36.3165570053848,0.0929703859337851,0.325396350768248,0.151076877142401,0.241723003427841
Peridotita,43.9843973748648,1.10773735518411,9.86991334531889,0.048162493703657,44.6947941569937,0.0,0.096324987407314,0.144487481110971,0.0421421819906999
Peridotita,45.8268079047,1.28475361666983,9.70421553592436,0.058933652140818,42.8211916455183,0.0,0.0942938434253087,0.153227495566127,0.0447895756270216
Peridotita,45.0739557221767,2.75478338449552,9.89364778774033,0.320599790436978,41.2505063695579,0.0831184641873648,0.308725724124498,0.16623692837473,0.124677696281047
Peridotita,43.1293015515994,1.99530576573235,11.6965036505004,0.236130859849983,42.5625874879594,0.0,0.0590327149624957,0.200711230872485,0.108620195530992
Peridotita,44.3946906680468,3.05385652019205,10.9052330118872,0.131734987145539,41.053412357719,0.0,0.0838313554562524,0.227542250524114,0.125747033184379
Peridotita,45.1247492937064,3.7322969655449,10.3679000695044,1.01155712150282,39.2879484317016,0.0,0.0581354667530358,0.232541867012143,0.16161659757344
Peridotita,43.5220729366603,2.39923224568138,11.3363723608445,1.42754318618042,40.7869481765835,0.131957773512476,0.119961612284069,0.15595009596929,0.0959692898272553
Peridotita,47.492527399535,5.29170818111369,10.539134285398,3.17723901250969,32.5805380272335,0.188198826524964,0.243551422561718,0.188198826524964,0.254621941769069
Peridotita,42.6475849731664,1.62194394752534,11.6398330351819,1.09719737626714,42.6833631484794,0.0,0.0596302921884317,0.166964818127609,0.0834824090638044
Peridotita,42.37,7.87,11.51,6.17,27.08,1.68,0.12,0.22,1.0
Peridotita,42.67,7.7,11.72,6.04,27.43,1.57,0.1,0.22,1.0
Peridotita,40.34,4.26,11.91,4.0,36.5,0.87,0.06,0.23,0.24
Peridotita,40.76,4.1,12.02,3.97,36.81,0.37,0.03,0.23,0.26
Peridotita,40.69,8.1,12.03,4.86,32.38,0.68,0.05,0.22,0.17
Peridotita,40.42,7.93,11.5,5.41,31.31,0.54,0.03,0.21,0.19
Peridotita,41.21,6.01,15.34,5.31,26.62,1.07,0.1,0.3,1.91
Peridotita,40.64,5.39,11.5,4.32,35.18,0.46,0.02,0.22,0.18
Peridotita,40.67,5.81,11.6,4.17,35.29,0.85,0.05,0.23,0.17
Peridotita,40.265,5.933,11.31,3.592,35.565,0.76,0.059,0.216,0.28
Peridotita,41.541,11.807,14.59,9.087,15.995,3.21,0.166,0.23,2.31
Peridotita,40.73,6.27,11.93,5.35,31.55,0.61,0.04,0.22,0.27
Peridotita,40.78,6.84,12.04,5.0,31.57,0.66,0.05,0.22,0.26
Peridotita,40.33,1.62,8.34,0.12,36.28,0.15,0.02,0.18,0.07
Peridotita,37.16,1.89,10.74,0.85,35.45,0.11,0.01,0.14,0.07
Peridotita,43.5,2.32,7.98,2.41,39.0,0.13,0.1,0.13,0.09
Peridotita,43.3,2.25,8.06,2.41,39.4,0.13,0.06,0.13,0.08
Peridotita,44.0,3.45,7.87,2.96,37.5,0.26,0.11,0.13,0.15
Peridotita,47.7,0.71,6.65,0.54,44.03,0.06,0.0,0.11,0.03
Peridotita,46.84,3.17,7.72,4.58,37.15,0.13,0.06,0.25,0.064
Peridotita,46.86,2.44,7.77,2.17,40.43,0.11,0.04,0.13,0.023
Peridotita,47.95,3.59,7.08,5.4,35.48,0.28,0.04,0.15,0.031
Peridotita,48.46,6.63,7.61,3.45,33.14,0.35,0.05,0.15,0.152
Peridotita,45.64,1.69,7.94,1.41,42.74,0.03,0.01,0.14,0.01
Peridotita,44.95,1.18,7.66,1.11,44.55,0.01,0.01,0.12,0.02
Peridotita,47.55,2.6,7.54,2.76,39.17,0.19,0.02,0.14,0.031
Peridotita,46.18,3.18,7.65,2.49,40.01,0.21,0.09,0.14,0.03
Peridotita,48.97,1.99,8.01,2.36,38.16,0.17,0.05,0.21,0.051
Peridotita,45.84,4.21,8.26,3.61,37.41,0.35,0.03,0.13,0.142
Peridotita,45.45,3.42,8.23,3.14,39.24,0.28,0.01,0.14,0.092
Peridotita,54.49,5.71,9.16,7.56,16.42,0.07,0.0,0.15,0.35
Peridotita,43.76,2.19,8.21,1.98,43.39,0.16,0.01,0.13,0.11
Peridotita,36.2,1.1,13.59,0.0,33.5,0.0,0.1,0.21,0.21
Peridotita,43.56,1.57,7.23,1.42,42.98,0.12,0.02,0.13,0.09
Peridotita,43.54,6.87,13.56,4.09,29.39,0.19,0.0,0.21,0.54
Peridotita,44.53,1.37,7.7,1.25,41.36,0.12,0.02,0.13,0.02
Peridotita,38.79,4.57,14.6,4.29,26.24,0.13,0.02,0.19,0.38
Peridotita,39.36,6.14,14.34,5.29,24.21,0.14,0.02,0.19,0.33
Peridotita,39.1,6.07,14.7,5.48,23.92,0.17,0.02,0.18,0.33
Peridotita,40.83,5.24,14.55,6.07,23.97,0.17,0.03,0.18,0.35
Peridotita,36.86,6.96,14.45,13.49,17.39,0.06,0.0,0.31,0.5
Peridotita,42.27,5.6,12.81,6.83,24.56,0.15,0.02,0.17,0.27
Peridotita,38.37,5.02,16.91,4.72,23.87,0.15,0.02,0.18,0.34
Peridotita,42.63,5.56,12.18,9.0,22.06,0.23,0.02,0.18,0.38
Peridotita,40.65,5.6,15.84,8.25,21.45,0.16,0.02,0.18,0.39
Peridotita,42.12,5.38,12.89,8.39,22.81,0.18,0.02,0.18,0.33
Peridotita,43.3,2.0,7.83,4.1,36.9,0.0,0.0,0.1,0.1
Peridotita,41.9,1.9,7.92,3.9,36.8,0.0,0.0,0.1,0.0
Peridotita,37.58,3.43,17.39,2.17,28.87,0.0,0.03,0.17,1.05
Peridotita,36.81,2.97,18.38,2.02,30.05,0.14,0.31,0.19,0.81
Peridotita,45.93,4.15,13.53,15.48,15.69,0.42,0.14,0.2,1.48
Peridotita,36.74,2.97,18.21,2.8,31.82,0.17,0.29,0.23,0.86
Peridotita,43.1,2.71,9.97,2.21,39.2,0.2,0.0,0.14,0.22
Peridotita,44.62,1.57,7.81,2.33,42.06,0.18,0.24,0.1,0.11
Peridotita,44.0,1.4,8.17,1.77,43.33,0.16,0.3,0.11,0.1
Peridotita,42.1,0.83,9.61,1.66,44.45,0.15,0.35,0.1,0.08
Peridotita,43.6,1.4,9.25,1.77,42.29,0.4,0.4,0.12,0.09
Peridotita,41.3,0.82,8.78,0.79,46.57,0.05,0.04,0.09,0.02
Peridotita,40.1,0.41,9.07,0.11,48.6,0.01,0.02,0.1,0.01
Peridotita,40.58,0.62,11.73,1.88,43.81,0.17,0.35,0.15,0.04
Peridotita,44.68,1.82,8.37,1.52,42.5,0.11,0.01,0.12,0.03
Peridotita,45.1,3.81,8.18,3.37,37.91,0.32,0.01,0.136,0.151
Peridotita,46.18,4.59,7.73,3.54,36.6,0.34,0.03,0.13,0.184
Peridotita,45.27,3.82,7.96,3.33,37.91,0.33,0.03,0.13,0.157
Peridotita,45.63,3.27,8.07,3.37,38.6,0.32,0.02,0.13,0.154
Peridotita,44.8,2.07,9.32,1.77,40.76,0.2,0.0,0.135,0.097
Peridotita,45.51,4.0,8.14,3.64,37.52,0.35,0.01,0.13,0.174
Peridotita,45.34,3.26,7.86,2.75,39.74,0.26,0.01,0.13,0.123
Peridotita,45.7,3.73,8.37,3.54,37.68,0.33,0.01,0.14,0.162
Peridotita,45.94,4.29,7.86,3.55,37.16,0.31,0.01,0.13,0.181
Peridotita,45.67,3.88,7.99,3.47,37.75,0.28,0.01,0.13,0.166
Peridotita,45.25,3.62,8.05,3.05,38.7,0.26,0.01,0.13,0.14
Peridotita,45.56,4.05,8.24,3.36,37.71,0.33,0.01,0.13,0.179
Peridotita,45.63,3.85,8.13,3.68,37.37,0.34,0.0,0.14,0.164
Peridotita,45.02,3.65,8.25,3.26,39.01,0.29,0.01,0.13,0.149
Peridotita,44.87,3.53,8.2,3.14,38.6,0.29,0.03,0.13,0.154
Peridotita,46.09,4.11,8.63,3.67,36.36,0.4,0.04,0.141,0.196
Peridotita,44.17,2.82,8.36,2.28,41.03,0.19,0.01,0.132,0.083
Peridotita,44.12,2.45,9.3,1.54,41.48,0.2,0.03,0.14,0.094
Peridotita,45.28,3.63,8.47,3.18,38.04,0.32,0.01,0.136,0.16
Peridotita,44.81,3.54,8.04,3.25,39.5,0.3,0.02,0.127,0.131
Peridotita,45.2,3.9,8.27,3.21,38.1,0.34,0.03,0.134,0.167
Peridotita,44.7,4.0,8.36,3.36,38.42,0.33,0.05,0.132,0.164
Peridotita,45.59,4.44,8.01,3.8,36.58,0.36,0.01,0.133,0.175
Peridotita,45.82,4.72,7.89,4.07,35.96,0.42,0.05,0.13,0.208
Peridotita,44.74,3.72,8.29,2.9,39.31,0.28,0.03,0.132,0.145
Peridotita,45.06,4.09,8.44,2.68,39.0,0.29,0.04,0.136,0.14
Peridotita,45.31,3.74,8.01,3.19,38.94,0.26,0.0,0.133,0.113
Peridotita,44.94,3.91,8.34,3.12,38.16,0.3,0.01,0.134,0.152
Peridotita,45.25,3.85,9.48,3.54,36.39,0.41,0.01,0.144,0.174
Peridotita,44.06,2.61,7.24,1.94,42.52,0.16,0.01,0.12,0.07
Peridotita,42.02,0.59,7.66,0.53,47.13,0.06,0.02,0.15,0.03
Peridotita,43.85,1.7,7.24,1.09,43.85,0.12,0.02,0.13,0.03
Peridotita,42.43,0.92,7.4,1.18,45.23,0.12,0.03,0.13,0.03
Peridotita,43.58,1.97,7.66,1.87,42.84,0.14,0.04,0.14,0.06
Peridotita,45.31,2.73,7.16,2.28,40.94,0.13,0.01,0.13,0.06
Peridotita,42.75,1.07,7.66,0.93,44.87,0.15,0.05,0.15,0.03
Peridotita,44.31,2.25,7.44,2.02,42.39,0.14,0.03,0.12,0.02
Peridotita,40.41,0.64,7.98,0.39,48.45,0.02,0.01,0.11,0.03
Peridotita,43.55,1.15,7.66,0.72,45.52,0.07,0.01,0.14,0.02
Peridotita,43.29,2.11,7.98,1.22,42.38,0.07,0.01,0.14,0.05
Peridotita,43.04,2.22,7.4,1.99,43.25,0.1,0.0,0.13,0.05
Peridotita,46.15,4.29,7.53,4.05,36.22,0.35,0.01,0.14,0.22
Peridotita,44.23,2.34,7.21,2.11,42.65,0.19,0.0,0.14,0.08
Peridotita,44.92,1.88,8.58,2.23,41.39,0.11,0.01,0.13,0.05
Peridotita,44.73,0.96,8.93,1.33,41.68,0.07,0.02,0.14,0.06
Peridotita,45.59,0.75,7.28,0.81,45.28,0.09,0.06,0.15,0.03
Peridotita,44.54,1.98,10.24,2.39,39.14,0.08,0.04,0.16,0.03
Peridotita,45.23,3.23,8.2,2.64,40.37,0.28,0.03,0.14,0.11
Peridotita,45.52,3.55,7.99,3.32,38.27,0.3,0.01,0.13,0.13
Peridotita,44.7,3.47,7.98,3.33,38.29,0.27,0.01,0.13,0.12
Peridotita,44.77,4.02,8.76,3.7,37.83,0.25,0.02,0.15,0.24
Peridotita,43.83,1.2,8.21,1.07,44.49,0.08,0.01,0.13,0.09
Peridotita,44.88,1.13,7.21,0.87,42.89,0.08,0.03,0.12,0.05
Peridotita,44.83,3.55,8.59,3.78,37.84,0.26,0.01,0.14,0.12
Peridotita,45.42,3.41,8.12,3.09,39.6,0.26,0.01,0.14,0.11
Peridotita,43.56,2.76,7.77,2.24,40.2,0.36,0.02,0.13,0.08
Peridotita,45.7,4.41,8.33,3.7,36.96,0.3,0.01,0.14,0.17
Peridotita,44.52,2.54,8.32,1.99,41.4,0.15,0.01,0.14,0.09
Peridotita,45.8,3.5,8.39,3.16,38.5,0.35,0.04,0.14,0.14
Peridotita,45.79,2.72,8.76,2.73,39.22,0.21,0.01,0.15,0.15
Peridotita,44.43,2.22,7.86,1.78,42.81,0.16,0.01,0.13,0.06
Peridotita,44.22,3.43,8.39,3.05,38.29,0.25,0.01,0.14,0.14
Peridotita,43.69,1.32,7.96,0.97,45.18,0.05,0.01,0.13,0.08
Peridotita,45.58,4.37,8.01,4.98,35.38,0.43,0.01,0.14,0.18
Peridotita,45.56,3.91,8.08,3.8,36.86,0.34,0.02,0.14,0.16
Peridotita,44.76,3.13,8.31,3.16,39.11,0.3,0.06,0.14,0.13
Peridotita,45.89,3.32,7.9,3.22,39.98,0.27,0.01,0.13,0.11
Peridotita,45.4,2.51,7.83,2.41,40.94,0.26,0.01,0.13,0.09
Peridotita,45.2,3.14,8.27,2.53,40.9,0.22,0.01,0.13,0.11
Peridotita,44.72,1.83,7.65,1.38,43.98,0.1,0.01,0.12,0.04
Peridotita,45.46,3.72,8.03,3.57,39.18,0.43,0.04,0.13,0.15
Peridotita,43.53,0.83,7.95,0.53,45.58,0.05,0.02,0.13,0.04
Peridotita,44.9,2.67,9.74,2.24,38.86,0.14,0.02,0.16,0.13
Peridotita,48.73,3.06,7.25,2.28,38.05,0.16,0.02,0.13,0.11
Peridotita,37.27,3.11,14.15,2.86,29.69,0.0,0.06,0.17,0.9
Peridotita,39.85,2.89,15.37,2.83,33.48,0.0,0.16,0.19,0.84
Peridotita,38.35,2.25,11.94,0.84,33.76,0.0,0.04,0.19,0.69
Peridotita,43.46,5.08,16.38,2.87,27.01,0.0,0.13,0.23,1.54
Peridotita,41.81,4.72,16.91,4.27,25.18,0.3,0.05,0.22,1.51
Peridotita,43.16,5.02,14.88,5.05,23.29,0.28,0.01,0.17,1.46
Peridotita,38.45,3.68,15.76,1.03,27.27,0.0,0.01,0.18,1.2
Peridotita,34.69,4.68,18.85,0.89,26.5,0.0,0.01,0.25,1.68
Peridotita,36.72,2.68,15.4,2.83,30.46,0.1,0.26,0.2,0.82
Peridotita,36.31,2.74,16.5,2.06,28.92,0.0,0.09,0.21,0.96
Peridotita,40.62,4.8,14.99,14.58,10.8,0.46,0.01,0.18,3.18
Peridotita,37.16,2.14,17.02,2.35,33.87,0.19,0.11,0.2,0.74
Peridotita,37.62,2.29,16.54,2.13,33.3,0.1,0.12,0.2,0.64
Peridotita,36.08,2.56,18.14,2.98,31.03,0.14,0.22,0.21,0.66
Peridotita,42.42,0.79,7.69,0.04,47.53,0.0,0.018,0.115,0.019
Peridotita,44.56,4.53,7.62,3.87,37.71,0.32,0.018,0.12,0.156
Peridotita,44.79,3.5,7.79,3.08,39.13,0.26,0.022,0.12,0.114
Peridotita,43.09,1.77,7.69,2.15,43.78,0.15,0.003,0.112,0.072
Peridotita,45.08,1.86,7.29,1.2,43.96,0.08,0.0,0.11,0.01
Peridotita,42.48,6.02,16.26,8.06,19.33,1.43,0.73,0.21,2.29
Peridotita,42.629,6.288,17.392,9.183,17.984,1.532,0.623,0.22,2.559
Peridotita,44.056,6.325,15.92,7.623,18.964,1.564,0.976,0.22,1.527
Peridotita,47.13,6.81,16.99,9.54,16.33,0.17,0.25,0.23,2.05
Peridotita,36.092,2.562,20.548,3.049,30.807,0.145,0.204,0.21,0.736
Peridotita,36.115,2.583,17.135,2.471,30.894,0.074,0.191,0.19,0.825
Peridotita,43.46,5.08,16.38,2.87,27.01,0.12,0.13,0.3,1.54
Peridotita,34.13,0.62,7.14,0.34,37.83,0.21,0.0,0.15,0.01
Peridotita,44.9,12.26,11.16,10.93,10.45,3.08,1.13,0.16,2.64
Peridotita,43.0,1.43,7.78,1.79,44.5,0.0,0.03,0.12,0.08
Peridotita,42.7,1.54,8.86,1.15,43.5,0.0,0.03,0.13,0.09
Peridotita,42.4,1.29,7.82,0.52,46.5,0.0,0.03,0.11,0.12
Peridotita,44.2,2.68,7.63,2.07,41.6,0.0,0.04,0.12,0.09
Peridotita,37.55,0.4,6.64,7.34,46.04,0.05,0.008,0.108,0.037
Peridotita,44.84,2.8,8.21,2.98,40.45,0.18,0.003,0.119,0.094
Peridotita,42.97,2.34,8.34,2.2,42.46,0.26,0.025,0.129,0.122
Peridotita,44.16,2.4,8.04,1.87,42.51,0.14,0.016,0.125,0.086
